code,perrin_source,perrin_supp_source,serjeant_source
T16,"A. Turner and A. Osol. J. Am. Pharm. Assoc. 38, 158 (1949).","L.C. Thompson. J. Inorg. Nucl. Chem. 25, 819 (1963).","V. Y. Temkina, N. M. Dyatlova, M. L Rusina, N. V. Tsirulnikova, B. V. Khadanov and R. P. Lastovskii, Dokl. Chem. (Engl. Transl.) 180, 521 (1968)."
T17,,"R.M. Tichane and W.E. Bennett. J. Am. Chem. Soc. 79, 1293 (1957).","V. Y. Temkina, N. M. Dyatlova, G. F. Yaroshenko, O. Y. Lavrova and R. P. Lastovskii, J. Anal. Chem. USSR (Engl. Transl.) 24, 135 (1969)."
T18,,"P. Tickle, A.G. Briggs and J.M. Wilson. J. Chem. Soc., B 1970, 65.","V. Y. Temkina, N. M. Dyatlova, G. F. Yaroshenko, M. N. Rusina, L. M. Timakova and R. P. Lastovskii, Dokl. Akad. Nauk. SSSR 194, 602 (1970) [Chem]; CA 74, 68385n."
T19,,"B.A. Timimi and D.H. Everett. J. Chem. Soc., B 1968, 1380.","V. Y. Temkina, N. M. Dyatlova, G. F. Yaroshenko, M. N. Rusina, L. M. Timakova and R. P. Lastovskii, Dokl. Chem. (Engl. Transl.) 194, 697 (1970)."
T20,,"J. Tirouflet and E. Laviron. Compt. Rend. 247, 217 (1958).","G. S. Tereshin, A. R. Rubinshtein and I. V. Tahanev, J. Anal. Chem. USSR (Engl. Transl.) 20, 1138 (1965)."
T21,,"C. Tissier. Bull. Soc. Chim. France 1965, 124.","F. Terrier, F. Millot and R. Schaal, Bull. Soc. Chim. Fr. 1969, 3003."
T22,,"C. Tissier and P. Barillier. Compt. Rend., C 268, 1953 (1969).","N. V. Thakur, S. M. Jogdeo and C. R. Kanekar, J. Inorg. Nucl. Chem. 28, 2297 (1966)."
T23,,"M. Tissier and C. Tissier. Bull. Soc. Chim. France 1967, 3155.","G. F. Thier's, L. C. Van Poucke and M. A. Herman, J. Inorg. Nucl. Chem. 30, 1543 (1968)."
T24,,"M. Tissier and C. Tissier. Bull. Soc. Chim. France 1968, 1251.","J. Thomas, D. F. Elsden and S. M. Partridge, Nature (London) 200, 651 (1963)."
T25,,"c A.I. Tolmachev, L.M. Shulezhko and A.A. Kisilenko. Zh. Obshch. Khim. 37, 367 (1967).","J. F. Thompson, C. J. Morris, S. Asen and F. Irreverre, J. Biol. Chem. 236, 1183 (1961)."
T25,,"d A.I. Tolmachev, L.M. Shulezhko and A.A. Kisilenko. Zh. Obshch. Khim. 38, 118 (1968).","J. F. Thompson, C. J. Morris, S. Asen and F. Irreverre, J. Biol. Chem. 236, 1183 (1961)."
T25,,"E.V. Titov, L.M. Litvinenko, V.I. Rybachenko and M.V. Poddubnaya. Ukrain. Khim. Zh. 33, 287 (1967); CA 67, 26431z.","J. F. Thompson, C. J. Morris, S. Asen and F. Irreverre, J. Biol. Chem. 236, 1183 (1961)."
T25,,"b A.I. Tolmachev, L.M. Shulezhko and A.A. Kisilenko. Zh. Obshch. Khim. 35, 1707 (1965).","J. F. Thompson, C. J. Morris, S. Asen and F. Irreverre, J. Biol. Chem. 236, 1183 (1961)."
T25a,,"A.I. Tolmachev, Z.N. Belaya and L.M. Shulezhko. Zh. Obshch. Khim. 38, 1139 (1968).",
T26,,"A. Tramer. J. Phys. Chem. 74, 887 (1970).","L. C. Thompson, J. Inorg. Nucl. Chem. 24, 1083 (1962)."
T27,,"J. Tsin-Jao, L. Sommer and A. Okac. Coll. Czech. Chem. Comm. 27, 1150 (1962).","L. C. Thompson, Inorg. Chem. 3, 1015 (1964)."
T28,,"S.V. Tsukerman, L.A. Kutulya, V.F. Lavrushin and N.M. Tyau. J. Phys. Chem. USSR (Engl. transl.) 42, 1015 (1968).","L. C. Thompson, Inorg. Chem. 3, 1319 (1964)."
T29,,"S.V. Tsukerman, L.A. Kutulya, V.M. Nikitchenko and V.P. Lavrushin. Zh. Obshch. Khim. 33, 3180 (1963).","L. C. Thompson and S. K. Kundra, J. Inorg. Nucl. Chem. 28, 2945 (1966)."
T30,,"R.G. Turnbo, D.L. Sullivan and R. Pettit. J. Am. Chem. Soc. 86, 5630 (1964).","L. C. Thompson and S. K. Kundra, Inorg. Chem. 7, 338 (1968)."
T31,,"Y.I. Tur'yan, G.S. Dokolina and M.A. Korshunov. Zh. Obshch. Khim. 38, 2181 (1968).","L. C. Thompson and J. A. Loraas, Inorg. Chem. 2, 594 (1963)."
T32,,,"R. M. Tichane and W. E. Bennett, J. Am. Chem. Soc. 79, 1293 (1957)."
T33,,,"B. K. Tidd, J. Chem. Soc. 1964, 1521."
T34,,,"L. I. Tikhonova, Russ. J. Inorg. Chem. (Engl. Transl.) 10, 70 (1965)."
T35,,,"L. I. Tikhonova, Zh. Prikl. Khim. 40, 1887 (1967); CA 68, 69188."
T36,,,"L. I. Tikhonova, Russ. J. Inorg. Chem. (Engl. Transl.) 13, 1384, (1968)."
T37,,,"M. J. L. Tillotson and L. A. K. Staveley, J. Chem. Soc. 1958, 3613."
T38,,,"C. F. Timberlake, J. Chem. Soc. 1957, 4987."
T39,,,"C. F. Timberlake, J. Chem. Soc. 1959, 2795."
T40,,,"C. F. Timberlake, J. Chem. Soc. 1964, 1229."
T41,,,"C. F. Timberlake, J. Chem. Soc. 1964, 5078."
T42,,,"C. Tissier and M. Tissier, Bull. Soc. Chim. Fr. 1970, 3752."
T43,,,"E. V. Titov, L. M. Kapkan, V. I. Rybachenko and N. G. Korzhenevskaya, Org. React. (USSR) 5, 273 (1968)."
T44,,,"L. V. Titov, N. G. Korzhenevskaya and V. I. Rybachenko, Ukr. Khim. Zh. 34, 1253 (1968); CA 70, 109624c."
T45,,,"K. Toei, H. Miyata and T. Harada, Bull. Chem. Soc. Jpn. 40, 1141 (1967)."
T46,,,"K. Toei, H. Miyata and H. Kimura, Bull. Chem. Soc. Jpn. 40, 2085 (1967)."
T47,,,"K. Toei, H. Miyata and T. Mitsumata, Bull. Chem. Soc. Jpn. 38, 1050 (1965)."
T48,,,"K. Toei, H. Miyata, S. Nakashima and S. Kiguchi, Bull. Chem. Soc. Jpn. 40, 1145 (1967)."
T49,,,"K. Toei, H. Miyata, T. Shibata and S. Miyamura, Bull. Chem. Soc. Jpn. 38, 334 (1965)."
T50,,,"K. Toei, H. Miyata and T. Shibata, Bull. Chem. Soc. Jpn. 40, 1273 (1967)."
T51,,,"V. N. Tolmachev and G. G. Lomakina, Russ. J. Gen. Chem. (Engl. Transl.) 31, 1027 (1957)."
T52,,,"P. E. Toren and I. M. Kolthoff, J. Am. Chem. Soc. 77, 2061 (1955)."
T53,,,"V. F. Toropova, A. Kh. Miftakhova, I. V. Gur'yanova, M. G. Zimin and A. N. Pudovik, J. Gen. Chem. USSR (Engl. Transl.) 40, 2159 (1970)."
T54,,,"V. F. Totopova, M. K. Saikina and R. S. Aleshov, Russ. J. Inorg. Chem. (Engl. Transl.) 11, 605 (1966)."
T55,,,"E. N. Trachtenberg and G. Odian, J. Am. Chem. Soc. 80, 4018 (1958)."
T56,,,"C. Troeltzsch, Z. Chem. 6, 387 (1966); CA 66, 25606c."
T57,,,"J. Tsau, S. Matsouo, P. Clerc and R. Benoit, Bull. Soc. Chim. Fr. 1967, 1039."
T58,,,"I. V. Tselenskii, G. I. Kolesetskaya and A. S. Kosmynina, Org. React. (USSR) 6, 100 (1969)."
T58a,,,"I. V. Tselenskii, A. S. Kosmynina, V. N. Dronov and I. N. Shokhor, Org. React. (USSR) 7, 20 (1970)."
T59,,,"Y. Tsuchitani, T. Ando and K. Ueno, Bull. Chem. Soc. Jpn. 36, 1534 (1963)."
T60,,,"K. Tsuji, J. Sci. Research Inst. (Tokyo) 48, 126 (1954); CA 49, 4379."
T61,,,"E. N. Tsvetkov, D. I. Lobanov, L. A. Izosenkova and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 39, 2126 (1969)."
T62,,,"E. N. Tsvetkov, M. M. Makhamatkhanov, D. D. Lobanov and M. I. Kabachnik, J. Gen. Chem. USSR (Engl. Transl.) 40, 465 (1970)."
T63,,,"E. R. Tucci, E. Doody and N. C. Li, J. Phys. Chem. 65, 1570 (1961)."
T64,,,"E. R. Tucci, F. Takahashi, V. A. Tucci and N. C. Li, J. Inorg. Nucl. Chem. 26, 1263 (1964)."
T65,,,"F. M. Tulyupa, V. S. Barbalov and Y. I. Usatenko, Khim. Tekhnol. 12, 61 (1969); CA 72, 21184q."
T66,,,"F. M. Tulyupa, Yu. I. Usatenko and V. S. Barkalov, J. Appl. Spectrosc. (Engl. Transl.) 9, 664 (1968)."
T67,,,"D. Turnbull and S. H. Maron, J. Am. Chem. Soc. 65, 212 (1943)."
T68,,,"I. V. Turovskii, V. P. Kadysh, V. Zelmeme and J. Stradins, Latv. PSR Zinat. Akad. Vestis, Kim. Ser. 6, 749 (1969); CA 72, 120882x."
T69,,,"C. A. Tyson and A. E. Martell, J. Am. Chem. Soc. 90, 3379 (1968)."
U1,"V. V. Udovenko, L. A. Vvendenskaya, and V. I. Dulova. Zh. Obshch. Khim. 23, 2060 (1953); CA 48, 13366.","T. Ueda and J.J. Fox. J. Am. Chem. Soc. 85, 4024 (1963).","A. Uchiumi and H. Iida, Nippon Kagaku Zasshi 89, 776 (1968)."
U2,"F. C. Uhle, J. E. Krueger, and F. Sallmann. J. Am. Chem. Soc. 82, 489 (1960).","E. Uhlig. Chem. Ber. 93, 2170 (1960).","T. Ueda, Y. Iida, K. Ikeda and Y. Mizuno, Chem. Pharm. Bull. 16, 1788 (1968)."
U3,"E. Uusitalo. Ann. Acad. Sci. Fennicae, ATI, 87 (1957) ; CA 52, 3480b.","E. Uhlig and D. Linke. Z. Anorg. Allgem. Chem. 331, 112 (1964).","E. Uhlig, Chem. Ber. 93, 679 (1960)."
U4,,"D.A. Usher. J. Am. Chem. Soc. 90, 363 (1968).","E. Uhlig, Z. Anorg. Allg. Chem. 311, 249 (1961)."
U5,,,"E. Uhlig, Z. Anorg. Allg. Chem. 312, 332 (1961)."
U6,,,"E. Uhlig, Z. Anorg. Allg. Chem. 320, 283 (1963)."
U7,,,"E. Uhlig and D. Herrmann, Z. Anorg. Allg. Chem. 359, 135 (1968)."
U8,,,"E. Uhlig and R. Krannich, J. Inorg. Nucl. Chem. 29, 1164 (1967)."
U9,,,"E. Uhlig and D. Linke, Z. Chem. 5, 232 (1965); CA 63, 6826d."
U10,,,"H. E. Ungnade, G. Fritz and L. W. Kissinger, Tetrahedron 19, Suppl. 1, 235 (1963)."
U11,,,"H. E. Ungnade, L. W. Kissinger, A. Narath and D. C. Barham, J. Org. Chem. 28, 134 (1963)."
U12,,,"Y. I. Usatenko and A. S. Sukhoruchkina, J. Anal. Chem. USSR (Engl. Transl.) 18, 1123 (1963)."
U13,,,"Y. I. Usatenko and T. V. Zamorskaya, Ukr. Khim. Zh. 29, 925 (1963); CA 60, 7513h."
V1,"J. M. Vandenbelt, C. Henrich, and S. G. Vanden Berg. Anal. Chem. 26, 726 (1954).","A. Vacca and D. Arenare. J. Phys. Chem. 71, 1495 (1967).","J. Vaissermann and M. Quintin, J. Chim. Phys. Phys-Chim. Biol. 63, 731 (1966)."
V2,"H. Vanderhaeghe and M. Claesen. Bull. Soc. Chim. Belges. 68, 30 (1959).","A. Vacca, D. Arenare and P. Paoletti. Inorg. Chem. 5, 1384 (1966).","J. M. Vandenbelt, C. Henrich and S. G. Vanden Berg, Anal. Chem. 26, 726 (1954)."
V3,"S. M. H. van der Krogt and B. M. Wepster. Rec. Trav. Chim. 74, 161 (1955).","M. Vajda. Adv. Polarog., Proc. Intern. Congr. 2, 186 (1960).","H. Vanderhaeghe and G. Derudder, Bull. Soc. Chim. Belg. 61, 310 (1952)."
V4,"J. R. Vane. Brit. J. Pharmacol. 14, 87 (1959).","V.H. Veley. J. Chem. Soc. 1908, 2122.","V. P. Vasilev and L. A. Kochergina, Russ. J. Phys. Chem. (Engl. Transl.) 41, 1496 (1967)."
V5,"C. E. Van Hall and K. G. Stone. Anal. Chem. 27, 1580 (1955).","P.Vetesnik. Coll. Czech. Chem. Comm. 33, 556 (1968).","V. P. Vasilev, L. S. Mukhina and A. F. Belyakova, Izv. Vyssh. Ucheb. Zaved., Khim. Khim. Tekhnol 9, 879 (1966); CA 66, 119454d."
V6,"S. Veibel and S. Brondum. Acta Chim. Acad. Sci. Hung. 18, 493 (1959) ; CA5 3, 21896d.","P.Vetesnik, J. Bielavsky, J. Kavalek and M. Vecera. Coll. Czech. Chem. Comm. 33, 2902 (1968).","V. F. Vasileva, O. Y. Lavrova, N. M. Dyatlova and V. G. Yashunskii, J. Gen. Chem. USSR (Engl. Transl.) 36, 688 (1966)."
V7,"S. Veibel, K. Eggerson, and S. C. Linholt. Acta Chem. Scand. 6, 1066 (1952).","P.Vetesnik, J. Bielavsky and M. Vecera. Coll. Czech. Chem. Comm. 33, 1687 (1968).","V. F. Vasileva, O. Y. Lavrova, N. M. Dyatlova and V. G. Yashunskii, J. Gen. Chem. USSR (Engl. Transl.) 38, 468 (1968)."
V8,"S. Veibel, K. Eggerson, and S. C. Linholt. Acta Chem. Scand. 8, 768 (1954).","P. Vetesnik, J. Kavalek, V. Beranek and O. Exner. Coll. Czech. Chem. Comm. 33, 566 (1968).","W. R. Vaughan and G. K. Finch, J. Org. Chem. 21, 1201 (1956)."
V9,"E. Vellinger. Compt. Rend. 182, 1625 (1926).","L. Villa and V. Ferri. Farmaco. Ed. Sci. 24, 159 (1969).","R. C. Vickery, J. Chem. Soc. 1954, 385."
V10,"P. E. Verkade, B. M. Wepster, et al. Privace communication, cited in ref. 121, p. 659, Determination of Organic Structures by Physical Methods (Eds. E. A. Braude and F. C. Nachod), Academic Press, Inc., New York (1955).","L. Villa and V. Ferri. Farmaco. Ed. Sci. 24, 341 (1969).","P. Vieles and M. Israily, J. Chim. Phys. Phys-Chim. Biol. 59, 671 (1962)."
V11,"C. S. Vestling and D. T. Warner. J. Biol. Chem. 144, 689 (1942).","L. Villa, V. Ferri and E. Grana. Farmaco. Ed. Sci. 22, 491 (1967).","O. N. Vlasov, B. N. Rybakov and L. M. Kogan, Zh. Prikl. Khim. 41, 373 (1968); CA 69, 54722e."
V12,"G. Vexlearschi. Compt. Rend. 228, 1655 (1949).","L. Villa and E. Grana. Farmaco. Ed. Sci. 21, 331 (1966).","V. G. Voden, M. E. Obukhova and M. T. Pushlenkov, Radiokhimiya 11, 644 (1969); CA 72, 125627c."
V13,"G. Vexlearschi and P. Rumpf. Compt. Rend. 229, 1152 (1949).","L. Villa and C. Sinistri. Farmaco. Ed. Sci. 18, 877 (1963).","H. Vorsanger, Bull. Soc. Chim. Fr. 1967, 556."
V14,"G. Vexlearschi and P. Rumpf. Compt. Rend. 233, 1630 (1951).","L. Villa, C. Sinistri and V. Ferri. Farmaco. Ed. Sci. 23, 221 (1968).",
V15,"H. B. Vickery and G. W. Pucher. J. Biol. Chem. 83, 233 (1929).","M.I. Vinnik. Uspekhi Khim. 35, 1922 (1966).",
V16,"M. I. Vinnik, R. N. Kruglov, and N. M. Chirkov. Zh. Fiz. Khim, 30, 827 (1961).","P.O. Virtanen and H. Heipanaki. Suomen Kemistilehti B 42, 142 (1969); CA 70, 118627h.",
V17,"Z. Vodrazka. Chem. Listy 46, 208 (1952).","P.O. Virtanen and J. Korpela. Suomen Kemistilehti B 41, 321 (1968); CA 70, 41340z.",
V18,"S. N. R. von Schalien. Suomen Kemistilehti 32B, 148 (1959).","P.O. Virtanen and J. Korpela. Suomen Kemistilehti B 41, 326 (1968); CA 70, 41339f.",
V19,,"P.O. Virtanen and M. Maikkula. Tetrahedron Letters 47, 4855 (1968).",
V20,,"P.O. Virtanen and T. Södervall. Suomen Kemistilehti B 40, 337 (1967).",
W1,"M. Wadano, CG. Trogus, and K. Hess. Ber. 67, 174 (1934).","D. Wagler and E. Hoyer. Z. Anorg. Allgem. Chem. 337, 169 (1965).","H. Walba and R. W. Isensee, J. Am. Chem. Soc. 77, 5488 (1955)."
W2,"A. Waksmundzki. Roczniki Chem. 18, 865 (1938) ; CA 33, 6689.","H. Walba and R. Ruiz-Velasco. J. Org. Chem. 34, 3315 (1969).","K. Wallenfels and F. Freidrich, Chem. Ber. 93, 3070 (1960)."
W3,"H. Walba and R. W. Isensee. J. Org. Chem. 21, 702 (1956).","H. Walba, D.L. Stiggall and S.M. Coutts. J. Org. Chem. 32, 1954 (1967).","K. Wallenfels and H. Sund, Biochem. Z. 329, 41 (1957)."
W3a,,"S.S. Wang and F.H. Carpenter. J. Biol. Chem. 243, 3702 (1968).",
W4,"H. Walba and R. W. Isensee. J. Org. Chem. 26, 2789 (1961).","J.B. Weber. Spectrochim. Acta 23A, 458 (1967).","W. Walter and R. F. Becker, Justus Liebigs Ann. Chem. 727, 71 (1969)."
W5,"H. M. Walborsky and J. H. Lang. J. Am. Chem. Soc. 78, 4314 (1956).","R. Weber, W. Hofer, W. Heer and M. Brenner. Helv. Chim. Acta 44, 2154 (1961).","W. Walter and H. L. Weidemann, Justus Liebigs Ann. Chem. 685, 29 (1965)."
W6,"J. Walker. Z. Physik. Chem. 4, 319 (1889).","M.A. Weinberger and R. Greenhalgh. Can. J. Chem. 41, 1038 (1963).","H. F. Walton and A. A. Schilt, J. Am. Chem. Soc. 74, 4995 (1952)."
W7,"“Ware. Unpublished”, quoted by L. D. Goodhue and R. M. Hixon. J. Am. Chem. Soc. 56, 1329 (1934).","G. Weitzel, W. Schaeg and F. Schneider. Liebigs Ann. Chem. 632, 124 (1960).","E. S. N. Wang and E. R. Hammarlund, J. Pharm. Sci. 59, 1559 (1970)."
W8,J. C. Watkins. Unpublished data.,"C.F. Wells. Trans. Faraday Soc. 61, 2194 (1965).","J. C. Wang, J. E. Baumann and R. K. Murmann, J. Phys. Chem. 68, 2296 (1964)."
W9,"J. I. Watters. J. Am. Chem. Soc. 81, 1560 (1959).","C.F. Wells. Trans. Faraday Soc. 62, 2815 (1966).","E. Wanninen, Suom. Kemistil. B 28, 146 (1955)."
W10,"J. I. Watters and E. D. Loughran. J. Am. Chem. Soc. 75, 4819 (1953).","C.F. Wells. Trans. Faraday Soc. 63, 147 (1967).","A. G. Warner and E. P. Serjeant, unpublished results."
W10a,,,"O. W. Webster, J. Am. Chem. Soc. 88, 3046 (1966)."
W11,"O. Weider. Ber. 68B, 263 (1935).","I. Wempen and J.J. Fox. J. Med. Chem. 6, 688 (1963).","E. L. Wehry and L. B. Rogers, J. Am. Chem. Soc. 87, 4234 (1965)."
W12,"H. Weidmann and H. K. Zimmerman. Texas J. Sci. 11, 212 (1959); CA 54, 1987a.","I. Wempen and J.J. Fox. J. Am. Chem. Soc. 86, 2474 (1964).","E. L. Wehry and L. B. Rogers, J. Am. Chem. Soc. 88, 351 (1966)."
W13,"I. Weil and J. C. Morris. J. Am. Chem. Soc. 71, 3123 (1949).","R.E. Weston, S. Ehrenson and K. Heinzinger. J. Am. Chem. Soc. 89, 481 (1967).","A Weiss, S. Fallab and H. Erlenmeyer, Helv. Chim. Acta 40, 611 (1957)."
W13a,,"G. Westphal and H.H. Stroh. Z. Chem. 47, 192 (1967).",
W14,"H. R. Weimer and W. C. Fernelius. J. Phys. Chem. 64, 1951 (1960).","K.B. Whetsel. Spectrochim. Acta 17, 617 (1961).",No entry.
W15,"A. Weller. Z. Elektrochem. 61, 956 (1957).","E.B. Whipple, Y. Chiang and R.L. Hinman. J. Am. Chem. Soc. 85, 26 (1963).","P. R. Wells and W. Adcock, Aust. J. Chem. 18, 1365 (1965)."
W16,"I. Wempen, I. L. Doerr, L. Kaplan, and J. J. Fox. J. Am. Chem. Soc. 82, 1624 (1960).","K.B. Wiberg and B.R. Lowry. J. Am. Chem. Soc. 85, 3188 (1963).","P. E. Wenger and I. Kapetanidis, Recl. Trav. Chim. Pays-Bas 79, 567 (1960)."
W17,"I. Wempen, R. Duschinsky, L. Kaplan, and J. J. Fox. J. Am. Chem. Soc. 83, 4755 (1961).","K.B. Wiberg and V.Z. Williams. J. Org. Chem. 35, 369 (1970).","P. E. Wenger, D. Monnier and L. Epars, Helv. Chim. Acta 35, 396 (1952)."
W18,"P. E. Wenger, D. Monnier, and L. Epars. Helv. Chim. Acta 35, 396 (1952).","T. Wieland and H. Bende. Chem. Ber. 98, 504 (1965).","P. E. Wenger, O. Monnier and I. Kapetanidis, Helv. Chim. Acta 40, 1456 (1957)."
W18a,,"K.L. Wierzchowski and D. Shugar. Photochem. Photobiol. 2, 377 (1963).",
W19,"P. E. Wenger, D. Monnier, and I. Kapétanidis. Helv. Chim. Acta 40, 1456 (1957).",R. Willette. Unpublished data.,"R. L. Wershaw, M. C. Goldberg and D. J. Pinckney, Water Resour. Res. 3, 511 (1967); CA 68, 77218p."
W20,"B. M. Wepster. Rec. Trav. Chim. 71, 1171 (1952).","H.G. Windmueller and N.O. Kaplan. J. Biol. Chem. 236, 2716 (1961).","S. J. Westerback and A. E. Martell, Nature (London) 178, 321 (1956)."
W21,"B. M. Wepster. Rec. Trav. Chim. 76, 335 (1957).","M.R. Wright. J. Chem. Soc., B 1967, 1265.","S. Westerback, K. S. Rajan and A. E. Martell, J. Am. Chem. Soc. 87, 2567 (1965)."
W22,"B. M. Wepster. Rec. Trav. Chim. 76, 357 (1957).","J.K. Wood. J. Chem. Soc. 83, 568 (1903).","F. W. Wheland and J. Farr, J. Am. Chem. Soc. 65, 1433 (1943)."
W23,"F. H. Westheimer and O. T. Benfey. J. Am. Chem. Soc. 78, 5309 (1956).","J.K. Wood. J. Chem. Soc. 89, 1839 (1906).","J. R. Whitaker and M. L. Bender, J. Am. Chem. Soc. 87, 2728 (1965)."
W24,"C. W. Whitehead and J. J. Traverso. J. Am. Chem. Soc. 80, 2185 (1958).","R.B. Woodward, A. Neuberger and N.R. Trenner, in ""The Chemistry of Penicillin"", ed. H.T. Clarke, J.R. Johnson and R. Robinson, Princeton Univ. Press, Princeton, 1949, p. 415.","M. W. Whitehouse and P. D. G. Dean, Biochem. Pharmacol. 14, 557 (1965)."
W25,"C. W. Whitehead and J. J. Traverso. J. Am. Chem. Soc. 82, 3971 (1960).","D.P. Wrathall, R.M. Izatt and J.J. Christensen. J. Am. Chem. Soc. 86, 4779 (1964).","M. W. Whitehouse and J. E. Leader, Biochem. Pharmacol. 16, 537 (1967)."
W26,"J. S. Whitehurst. J. Chem. Soc. 1951, 215.",,"J. M. Whiteley and F. M. Huennekens, Biochemistry 6, 2620 (1967)."
W27,"N. Whittaker. J. Chem. Soc. 1951, 1565.",,"K. B. Wiberg and B. R. Lowry, J. Am. Chem. Soc. 85, 3188 (1963)."
W28,"L. F. Wiggins and W. S. Wise. J. Chem. Soc. 1956, 4780.",,"K. B. Wiberg and V. Z. Williams, J. Org. Chem. 35, 369 (1970)."
W29,"J. H. Wilkinson and I. L. Finar. J. Chem. Soc. 1947, 759.",,"C. F. Wilcox and C. Leung, J. Am. Chem. Soc. 90, 336 (1968)."
W30,R. E. Willette. Unpublished data.,,"A. V. Willi and P. Mori, Helv. Chim. Acta 47, 155 (1964)."
W31,"A. V. Willi. Helv. Chim. Acta 37, 602 (1954).",,"A. Willi and G. Schwarzenbach, Helv. Chim. Acta 34, 528 (1951)."
W32,"A. V. Willi. Helv. Chim. Acta 40, 2019 (1957).",,"A. V. Willi and J. F. Stocker, Helv. Chim. Acta 38, 1279 (1955)."
W33,"A. V. WIlli. Z. physik. Chem. N. F. 26, 42 (1960).",,"A. V. Willi, Helv. Chim. Acta 39, 46 (1956)."
W34,"A. V. Willi. Z. physik. Chem. N. F. 27, 221 (1961).",,"A. V. Willi and W. Meier, Helv. Chim. Acta 39, 54 (1956)."
W35,"A. V. Willi. Z. phystk. Chem. N. F. 27, 233 (1961).",,"D. C. Williams and J. R. Whitaker, Biochemistry 6, 3711 (1967)."
W36,"A. V. Willi and H. Meier. Helv. Chim. Acta 39, 318 (1956).",,"I. B. Wilson, S. Ginsburg and C. Quan, Arch. Biochem. Biophys. 77, 286 (1958)."
W37,"A. V. Willi and J. F. Stocker. Helv. Chim. Acta 37, 1113 (1954).",,"J. M. Wilson, A. G. Briggs, J. E. Sawbridge, P. Tickle and J. J. Zuckerman, J. Chem. Soc. (A) 1970, 1024."
W38,"V. R. Williams and J. B. Neilands. Arch. Biochem. Biophys. 53, 56 (1954).",,"J. M. Wilson, N. E. Gore, J. E. Sawbridge and F. Cardenas-Cruz, J. Chem. Soc. (B) 1967, 852."
W39,"G. Williams and F. G. Soper. J. Chem. Soc. 1930, 2469.",,"W. M. Wise and W. W. Brandt, J. Am. Chem. Soc. 77, 1058 (1955)."
W40,"W. Wilson. J. Chem. Soc. 1955, 1389.",,"H. F. Van Woerden, Recl. Trav. Chim. Pays-Bas 83, 920 (1963)."
W41,"H. Wilson and R. K. Cannan. J. Biol. Chem. 119, 309 (1937).",,"F. Wold and C. E. Ballou, J. Biol. Chem. 227, 301 (1957)."
W42,"P. S. Winnek and C. L. A. Schmidt. J. Gen. Physiol. 18, 889 (1935).",,"W. Wolf, J. C. J. Chen and L. L. J. Hsu, J. Pharm. Sci. 55, 68 (1966)."
W43,"V. Wolf and D. Ramin. Ann. 626, 47 (1959).",,"P. W. K. Woo, H. W. Dion and Q. R. Bartz, J. Am. Chem. Soc. 84, 1512 (1962)."
W44,"R. Wolfenden and W. P. Jencks. J. Am. Chem. Soc. 83, 2763 (1961).",,"R. B. Woodward and G. Small, J. Am. Chem. Soc. 72, 1297 (1950)."
W45,"J. K. Wood. J. Chem. Soc. 83, 568 (1903).",,"E. M. Wooley, R. W. Wilton and L. G. Hepler, Can. J. Chem. 48, 3249 (1970)."
W46,"W. F. K. Wynne-Jones and G. Salomon. Trans. Faraday Soc 34, 1321 (1938)",,"D. P. Wrathall, R. M. Izatt and J. J. Christensen, J. Am. Chem. Soc. 86, 4779 (1964)."
W47,,,"G. Wright and J. Bjerrum, Acta Chem. Scand. 16, 1262 (1962)."
W48,,,"A. Wrobel, A. Rabczenko and D. Shugar, Acta Biochim. Pol. 17, 339 (1970)."
Y1,"K Yamasaki and M Yasuda. J. Am. Chem. Soc. 78, 1324 (1956).","L.N. Yakhontov, M.A. Portnov, M.Y. Uritskaya, P.M. Krasnokutskaya, M.S. Sokolova and M.V. Rubtsov. Zh. Org. Khim. 3, 580 (1967).","R. P. Yaffe and A. F. Voigt, J. Am. Chem. Soc. 74, 2941 (1952)."
Y2,"S. S. Yanari. Private communication to F. A. Bovey and G. V. D. Tiers. J. Am. Chem. Soc. 81, 2870 (1959).","S.V. Yakovlev and L.A. Pavlova. Zh. Org. Khim. 4, 706 (1968).","G. Yagil, J. Phys. Chem. 71, 1034 (1967)."
Y3,"M. Yasuda, K. Sone, and K. Yamasaki. J. Phys. Chem. 60, 1667 (1956).","T. Yamaoka, H. Hosoya and S. Nagakura. Tetrahedron 24, 6203 (1968).","G. Yagil, Tetrahedron 23, 2855 (1967)."
Y4,"K. Yates and R. Stewart. Can. J. Chem. 37, 664 (1959).","M. Yamashita and K. Sugino. J. Chem. Soc. Japan 63, 1665 (1942).","P. Y. Yakovlev and R. D. Malinina, Zavod. Lab. 33, 267 (1967); CA 67, 36783e."
Y5,"S.-J. Yeh and H. H. Jaffé. J. Am. Chem. Soc. 81, 3274, 3287 (1959).","K. Yates and R.A. McClelland. J. Am. Chem. Soc. 89, 2686 (1967).","S. H. Yalkowsky and G. Zografi, J. Pharm. Sci. 59, 798 (1970)."
Y6,"H. Yoshimura, T. Asada, and M. Iwanami. J. Biochem. (Tokyo) 46, 169 (1959); CA 53, 9792f.","K. Yates and J.C. Riordan. Can. J. Chem. 43, 2328 (1965).","T. Yano, H. Kobayashi and K. Ueno, Bull. Chem. Soc. Jpn. 43, 3167 (1970)."
